DOJ Extended,Duration to accept offer,Notice period,Offered band,Percent difference CTC,Joining Bonus,Candidate relocate actual,Candidate Source,Rex in Yrs,LOB,Status
0,0,30,1,20.35,0,0,1,4,4,1
0,0,30,1,30.0,0,1,0,3,0,0
0,33,30,1,0.0,0,1,0,3,0,0
0,7,30,1,22.22,0,1,0,3,4,0
0,54,30,1,0.0,0,0,1,3,2,0
1,13,30,1,0.0,0,0,1,3,2,0
1,68,60,1,0.0,0,0,1,3,2,0
1,20,30,1,0.0,0,1,0,4,0,0
0,28,30,1,2.22,0,1,0,3,4,0
0,22,30,1,0.0,0,1,0,4,0,0
1,5,30,1,12.5,0,0,2,4,4,0
0,4,60,1,0.0,0,0,0,3,4,0
0,2,30,1,8.22,0,0,0,4,4,0
0,10,90,1,20.84,0,0,1,3,1,1
0,13,30,2,8.85,1,0,1,5,5,1
0,5,30,2,16.67,0,0,0,4,7,0
0,2,30,1,25.0,0,0,2,1,7,0
0,24,30,1,21.74,0,0,1,3,2,0
0,7,60,1,0.0,1,0,2,4,5,1
0,13,30,2,8.99,1,0,0,8,7,0
0,1,90,1,19.42,1,0,0,3,1,0
1,75,30,1,4.65,0,0,1,4,1,0
1,39,30,1,0.0,0,0,0,2,4,0
0,56,60,1,13.48,0,0,1,3,2,0
1,2,60,2,0.0,0,0,1,9,4,0
0,3,0,1,0.0,0,1,0,3,1,0
0,8,30,1,0.0,0,0,1,3,2,1
1,68,30,1,21.43,0,0,1,2,2,0
0,10,30,2,16.66,0,0,1,5,0,0
0,11,45,3,20.0,0,0,1,8,4,0
1,0,30,1,0.0,0,0,0,4,3,0
1,49,60,2,0.0,0,0,0,7,1,1
1,3,60,2,0.0,0,0,1,6,7,1
1,70,45,1,20.38,0,0,2,3,4,0
1,67,60,2,0.0,0,0,1,5,7,0
0,68,60,1,27.28,0,0,1,2,1,0
1,61,60,3,19.35,1,0,0,9,0,1
1,3,60,1,18.0,0,0,0,2,7,0
0,34,60,1,0.0,0,0,0,4,1,0
1,66,30,1,0.0,0,1,0,3,1,0
0,1,30,2,15.96,0,1,2,8,4,0
0,34,30,1,0.0,0,1,0,4,1,0
0,38,45,1,0.0,0,0,0,3,1,1
1,28,30,1,0.0,0,0,0,3,1,0
0,0,30,1,13.34,0,0,1,1,7,0
1,19,60,1,17.13,0,0,0,3,1,1
0,25,60,3,0.0,0,0,0,12,7,0
1,52,45,1,30.31,0,1,0,2,4,0
0,14,30,1,1.6,0,0,1,3,4,0
1,8,60,1,30.0,0,0,0,3,4,0
0,0,30,1,45.84,0,1,0,4,1,0
1,60,60,1,16.67,0,0,1,3,5,0
0,48,60,1,31.82,0,0,1,3,2,0
0,11,30,1,30.68,0,1,1,3,2,0
1,0,60,1,10.94,0,0,0,2,4,1
0,13,30,1,16.66,0,0,1,3,2,0
1,62,60,3,8.75,0,1,1,4,7,0
0,0,30,1,0.0,0,0,1,5,4,0
0,6,30,1,0.0,0,0,2,6,7,0
0,33,30,1,20.0,0,0,1,4,7,0
0,4,30,1,0.0,0,0,1,4,1,0
1,46,60,1,16.66,0,0,2,4,4,0
0,3,30,1,7.32,0,0,2,1,7,0
1,15,60,1,13.75,0,0,1,3,4,0
0,26,60,1,25.0,0,1,1,4,4,0
1,3,30,1,50.0,0,0,1,1,4,0
0,15,90,1,0.0,0,0,0,2,5,0
1,35,30,1,8.0,0,0,1,2,4,0
0,4,30,1,3.13,0,0,1,1,4,0
1,64,45,1,6.67,0,1,1,2,4,0
0,1,30,1,20.0,0,0,0,1,7,0
0,3,45,2,15.62,0,1,1,7,4,0
1,27,60,2,3.68,1,0,1,7,2,1
1,24,30,1,36.58,0,0,2,3,2,0
0,50,30,2,0.0,0,0,1,6,1,0
0,28,30,2,0.0,0,1,1,7,1,0
0,70,60,2,0.0,0,0,1,7,1,0
0,0,60,1,0.0,0,1,1,7,0,0
1,44,60,2,4.62,0,0,0,6,7,0
0,2,30,1,0.0,0,0,0,1,7,0
0,1,30,1,22.0,0,0,0,1,7,0
0,67,30,1,0.0,0,0,1,4,2,0
1,3,45,1,0.0,0,0,1,2,4,0
1,2,30,1,30.0,0,0,0,2,7,0
1,15,45,1,10.0,0,0,1,5,2,0
0,67,60,2,0.0,0,0,1,8,1,0
0,18,30,2,0.0,0,0,1,9,1,0
0,7,60,2,0.0,0,0,1,8,1,0
0,30,90,1,0.0,0,0,1,3,1,0
1,6,30,1,0.0,0,0,1,8,0,1
0,54,30,1,0.0,0,0,1,5,1,0
1,7,60,2,13.33,0,0,1,5,5,1
1,18,60,1,0.0,0,0,2,4,7,0
0,14,30,1,5.0,0,1,2,3,5,0
1,2,60,1,0.0,0,0,1,3,4,0
0,2,30,2,0.0,0,0,1,6,5,0
1,4,45,1,33.33,0,0,0,2,4,1
1,52,30,2,11.91,0,0,1,4,7,0
1,48,60,2,12.5,1,0,1,8,4,0
1,48,30,1,16.47,0,1,1,3,2,0
0,53,45,2,0.0,1,0,1,7,5,1
1,7,30,1,6.25,0,1,1,3,4,0
1,63,30,1,33.34,0,1,1,2,5,0
1,2,30,1,9.67,0,0,1,3,5,1
0,27,30,1,11.94,0,0,1,5,4,1
1,28,60,1,0.0,0,1,1,3,5,0
0,2,30,1,0.0,0,0,0,3,1,0
0,7,30,1,0.0,0,0,1,2,1,0
0,6,60,2,0.0,0,0,1,6,1,0
0,4,30,1,22.22,0,0,0,2,4,0
0,5,30,1,26.46,0,1,1,2,2,0
0,5,30,1,14.12,0,1,1,3,2,0
0,4,30,1,12.63,0,1,1,2,2,0
1,0,30,1,60.01,0,0,1,1,7,0
1,2,30,1,23.15,0,0,1,5,4,0
0,19,30,1,0.01,0,0,1,2,7,0
0,26,30,1,0.0,0,0,1,3,1,0
0,4,30,1,0.0,0,0,1,3,1,0
1,108,45,1,0.0,0,1,1,4,1,0
0,3,60,1,10.0,0,0,1,3,1,1
1,68,60,1,13.1,0,1,1,3,1,0
0,24,30,1,0.0,0,0,1,4,1,1
0,0,90,3,12.4,0,0,0,8,7,1
0,2,60,3,6.41,0,1,0,7,7,0
0,1,60,3,1.38,0,0,0,6,7,0
1,12,30,1,150.0,0,0,1,3,7,0
1,12,30,1,150.0,0,0,1,3,7,0
0,2,30,2,265.0,0,0,1,8,7,0
1,10,30,1,32.5,0,0,2,2,7,0
1,92,60,3,1.18,1,0,1,9,0,0
0,8,30,1,3.35,0,0,0,4,4,0
0,0,30,2,0.0,1,0,1,3,7,1
0,0,60,1,0.0,0,0,0,3,4,0
0,11,90,2,22.86,0,0,1,7,0,1
1,37,30,1,28.57,0,0,1,3,0,0
1,72,30,1,5.72,0,0,1,2,4,0
1,2,60,2,9.3,0,1,1,7,5,0
1,7,30,1,0.0,0,0,0,6,1,0
0,11,30,2,0.0,0,0,2,5,7,0
0,1,30,1,0.0,0,0,1,1,7,0
1,2,30,1,0.0,0,0,1,1,7,1
1,16,30,1,43.4,0,0,0,2,7,1
1,42,30,2,50.0,0,0,0,6,7,0
1,15,30,1,14.71,0,0,1,2,4,1
0,12,30,1,0.0,0,0,0,1,7,0
0,2,30,1,0.0,0,0,1,4,6,0
0,2,45,2,33.34,0,0,1,4,7,0
0,32,30,1,5.21,0,0,1,4,0,0
0,2,30,1,18.0,0,0,0,1,7,0
0,28,30,2,8.2,1,0,1,6,0,0
1,18,30,1,6.66,0,0,1,4,0,0
1,13,30,2,5.56,1,0,1,10,0,0
1,12,90,1,14.0,1,0,1,3,4,0
0,5,30,1,0.0,0,0,0,4,4,0
1,89,30,2,12.12,0,0,1,7,0,0
1,69,30,1,7.5,0,1,1,4,4,0
0,1,60,2,0.0,0,0,1,6,5,0
1,8,30,1,20.0,0,0,1,2,4,0
0,0,30,2,18.47,0,0,1,9,7,0
1,91,60,1,71.97,0,0,2,3,4,0
0,54,30,2,69.44,0,0,1,5,4,0
1,44,30,1,26.67,0,0,1,2,1,0
0,4,60,2,4.45,0,0,1,5,7,0
0,2,30,1,0.0,0,1,0,6,5,0
1,46,30,1,0.0,0,0,0,2,4,0
0,7,90,1,21.74,0,0,2,6,2,0
1,32,30,1,5.55,0,0,1,1,7,0
1,63,30,1,0.0,0,1,0,5,5,0
1,3,30,1,0.0,0,1,0,5,5,0
1,45,30,1,3.5,0,1,0,4,4,0
0,0,30,1,11.66,0,0,1,6,4,0
1,33,30,1,0.0,0,0,0,2,4,0
1,3,30,1,18.52,0,1,0,4,4,0
1,4,30,1,13.33,0,0,0,4,4,1
1,5,45,1,0.0,1,0,0,2,4,1
0,5,30,2,3.91,0,0,0,7,4,1
1,22,30,1,0.0,0,0,0,1,4,0
0,4,60,1,0.0,0,0,0,3,5,1
1,2,30,1,0.0,0,1,2,2,4,0
0,0,60,3,0.0,1,1,1,7,7,0
1,50,30,1,0.0,0,0,0,2,4,0
1,68,30,1,32.82,0,1,0,2,4,0
1,42,45,1,0.0,0,1,0,3,5,0
1,80,30,1,16.34,0,0,0,4,4,0
1,3,30,1,22.0,0,0,0,4,4,1
0,3,30,1,14.28,0,1,0,3,4,0
1,66,45,2,0.0,0,0,1,8,0,1
1,6,30,1,17.04,0,0,0,3,4,1
0,8,30,2,6.67,0,0,0,8,2,1
1,50,30,1,0.0,0,1,0,1,4,0
1,54,30,1,26.0,0,0,1,2,4,0
0,3,30,1,23.14,0,0,0,4,1,0
1,47,30,1,0.0,0,1,1,3,4,0
1,10,60,2,21.44,0,1,1,8,4,0
0,18,30,1,0.0,0,1,0,3,4,0
1,54,60,1,5.0,0,0,1,3,6,0
1,52,30,1,0.0,0,0,1,4,6,0
0,3,90,1,21.79,0,0,1,4,6,1
0,1,30,2,0.0,0,0,2,3,7,0
1,20,30,1,19.75,1,0,1,3,4,1
1,12,30,1,31.25,0,0,1,2,4,1
1,6,45,1,0.0,0,0,0,2,4,0
1,74,60,1,5.26,0,1,1,6,0,0
1,4,30,1,0.0,0,1,0,4,5,0
1,64,60,1,0.0,0,0,1,3,6,0
0,16,30,1,0.0,0,1,1,2,4,0
1,70,60,1,0.0,0,0,1,5,6,0
1,12,30,1,39.09,0,0,1,3,4,1
0,7,45,1,4.17,0,0,1,3,0,0
1,7,60,1,0.0,0,0,1,3,6,0
1,10,30,3,4.08,1,1,1,9,0,0
1,14,45,1,13.33,0,0,1,4,0,0
0,53,60,1,0.0,0,0,1,2,6,1
0,17,30,1,15.16,0,1,1,2,4,0
1,13,30,1,18.0,0,0,0,3,7,0
1,1,30,1,0.0,0,1,1,7,0,0
1,14,30,1,0.0,1,0,1,6,0,1
1,76,30,2,11.11,0,0,1,8,0,1
1,70,60,1,44.12,0,0,1,3,3,0
0,14,30,1,0.0,0,0,1,4,6,0
0,4,60,1,33.34,0,0,0,5,4,1
1,62,60,1,41.24,0,0,1,4,0,0
1,9,30,1,0.0,0,1,0,4,5,0
0,64,60,1,4.17,0,0,1,4,0,0
0,6,45,2,14.28,0,0,1,6,0,1
1,41,30,1,8.34,0,0,1,6,2,0
1,9,30,1,10.98,0,0,0,2,4,1
1,20,30,1,20.84,0,1,1,3,3,0
0,1,30,1,0.0,0,0,2,1,7,0
1,2,30,1,40.0,0,0,0,2,4,0
0,2,30,1,0.0,0,0,0,3,4,0
0,5,30,1,14.04,0,0,1,3,0,0
1,3,30,1,47.5,0,0,2,3,4,0
0,0,60,1,25.0,0,0,0,2,7,0
0,9,30,1,25.42,0,0,0,4,2,1
0,4,30,1,9.8,0,0,1,4,6,1
1,53,90,1,11.12,0,0,2,3,2,1
1,6,30,1,0.0,0,0,1,2,2,0
1,37,30,1,19.23,0,0,1,2,2,0
1,72,60,2,0.0,0,0,1,8,7,0
0,19,30,3,3.57,0,1,0,9,5,0
1,11,30,2,0.0,0,0,2,10,4,0
0,36,30,1,0.0,0,0,0,1,4,0
1,18,60,1,4.17,1,0,1,4,3,0
1,33,30,1,11.67,0,1,0,5,4,0
0,63,30,1,0.0,0,0,1,3,6,0
0,10,60,2,0.0,0,0,0,8,5,1
1,34,30,1,9.92,0,0,1,5,2,0
0,2,60,1,10.87,0,0,0,3,1,0
1,44,30,2,0.0,0,1,1,7,4,0
0,3,90,1,4.65,0,0,1,4,6,1
0,9,30,1,14.28,0,0,1,3,2,1
1,62,30,1,59.4,0,1,2,3,4,0
1,6,30,1,38.46,0,0,1,2,4,0
1,53,30,1,17.63,0,0,0,3,4,0
0,42,60,1,4.44,0,0,1,5,6,0
1,3,45,1,2.69,0,1,1,2,5,0
1,73,30,1,0.0,0,0,1,4,6,0
1,75,60,1,0.0,0,1,0,4,1,0
0,6,60,2,14.93,0,1,0,3,7,0
1,66,60,1,16.0,0,0,0,3,4,0
1,27,60,3,4.63,0,0,1,8,7,0
0,23,30,2,19.59,0,1,1,6,1,0
0,24,30,1,0.0,0,0,0,3,1,0
0,11,30,1,0.0,0,1,1,4,0,0
1,96,30,2,0.0,0,0,1,7,0,1
1,12,45,2,0.0,0,0,1,8,7,0
0,21,30,1,33.34,0,0,0,3,2,0
1,79,30,1,23.29,0,0,1,7,0,0
1,2,60,1,49.25,0,0,0,5,2,0
0,1,30,1,46.67,0,0,2,1,7,0
0,9,30,2,52.36,0,1,2,5,7,0
0,0,30,1,25.0,1,0,2,3,0,1
1,41,30,1,14.71,0,1,0,2,4,0
0,21,30,1,2.22,0,0,1,4,5,0
1,5,60,1,0.0,0,0,2,1,7,1
1,37,30,1,40.0,0,0,2,1,7,0
1,29,30,1,17.14,0,1,1,5,0,0
0,7,30,1,4.74,0,1,1,1,7,0
1,5,45,2,13.34,0,1,1,5,4,0
0,1,60,2,11.32,0,0,2,4,7,0
0,0,30,1,4.45,0,0,0,3,1,1
1,6,90,3,14.29,0,0,0,11,7,0
0,20,30,1,6.25,0,0,0,6,0,0
0,14,30,3,15.0,0,1,0,13,5,0
1,22,30,1,12.5,0,0,1,5,0,1
0,50,60,1,4.82,0,0,1,4,6,1
1,55,30,1,20.0,0,1,0,3,0,0
1,23,30,1,7.15,0,0,0,5,0,0
1,30,60,1,15.88,0,1,1,3,4,0
1,102,90,2,22.94,0,1,0,7,4,0
0,16,30,1,25.0,0,1,0,5,0,0
1,3,60,1,0.0,0,0,1,3,6,1
0,10,45,1,0.0,0,0,1,2,4,1
0,4,60,1,0.0,0,0,1,3,6,1
1,10,30,1,4.44,0,1,2,2,4,0
0,43,30,1,57.69,0,0,2,1,1,0
0,0,60,2,0.0,0,0,1,3,7,0
1,18,30,1,0.0,1,0,2,5,5,0
0,2,30,1,0.0,0,0,1,2,6,1
1,40,30,1,16.37,0,0,1,5,5,0
0,65,30,1,0.0,0,0,1,6,1,0
1,72,60,1,0.0,0,0,1,4,1,1
0,9,30,1,13.16,0,1,1,4,0,0
1,41,30,1,8.62,1,0,1,4,0,0
0,28,90,1,10.58,0,0,0,4,4,1
1,92,90,1,0.0,0,0,1,4,0,0
0,7,30,1,0.0,0,1,1,1,0,0
0,21,30,1,11.11,0,0,1,4,4,1
0,5,30,2,11.11,0,1,2,6,5,0
1,83,60,1,39.52,0,0,0,3,0,1
1,33,30,2,100.0,0,0,1,4,7,0
1,5,30,1,47.62,0,0,1,3,2,0
1,88,90,1,0.0,0,0,1,4,1,0
1,5,45,1,22.53,0,1,0,2,2,0
1,3,60,2,0.0,0,0,1,8,1,0
1,21,60,2,0.0,1,0,1,8,1,0
1,14,90,2,0.0,0,0,1,10,1,0
0,5,60,2,0.0,0,0,1,6,1,1
1,17,30,1,0.0,0,0,0,3,2,1
1,18,30,1,46.67,0,1,0,2,2,0
1,6,30,1,41.66,0,1,0,3,2,0
0,4,60,1,14.29,0,1,0,3,2,0
0,26,30,1,1.47,0,0,0,2,6,0
0,4,60,1,14.12,0,1,0,3,2,0
1,8,30,2,9.67,0,0,1,11,3,1
0,9,60,1,26.31,1,1,1,4,0,0
1,0,30,1,9.26,0,0,2,2,7,0
1,7,30,1,7.15,0,0,1,4,2,0
0,4,60,1,14.45,0,0,0,3,4,1
0,33,30,1,0.0,0,0,0,3,4,0
1,14,30,3,1.81,0,0,1,8,2,0
0,6,30,1,0.0,1,0,0,4,1,1
1,1,30,2,16.67,1,0,0,5,4,1
1,17,90,2,10.37,0,0,0,8,4,1
0,3,60,2,14.85,0,1,0,6,4,0
0,2,90,1,0.0,0,0,1,4,6,1
0,70,90,1,0.0,0,0,1,3,6,0
1,9,90,1,6.66,0,0,1,3,6,0
1,100,60,2,0.0,0,0,1,3,7,0
1,4,30,1,0.0,0,0,1,3,6,0
0,8,0,1,90.91,0,0,0,2,4,0
0,6,30,2,0.0,0,0,2,7,7,0
0,42,30,1,12.99,0,1,0,2,5,0
0,49,30,1,13.41,0,0,1,3,2,0
0,0,30,3,31.11,1,1,1,10,0,0
0,2,60,1,2.44,0,0,1,3,2,1
1,96,90,1,25.51,1,0,1,3,0,0
1,4,30,1,14.65,0,0,2,2,4,0
1,49,30,1,14.65,0,0,2,1,4,0
1,68,60,2,20.0,0,0,1,5,7,0
0,3,30,2,0.0,0,1,1,4,7,0
1,50,30,1,36.27,0,1,2,3,0,0
1,29,45,3,0.0,0,0,1,7,7,0
1,63,30,1,16.67,0,1,1,3,4,0
0,18,30,2,50.0,0,0,1,6,5,0
0,28,60,2,15.0,1,0,1,7,5,0
0,12,60,1,0.0,0,0,0,2,5,0
0,25,30,1,0.0,0,1,0,3,4,0
1,19,30,1,7.69,1,1,1,3,3,0
1,3,60,2,0.0,0,0,0,5,5,0
0,24,60,3,17.5,1,1,2,13,2,0
0,14,90,2,45.88,1,0,0,6,5,0
0,3,30,1,43.06,0,0,1,5,7,1
0,0,30,1,0.0,0,0,1,3,7,0
0,4,30,2,1.54,0,1,2,4,7,0
1,23,30,1,14.58,0,1,0,2,4,0
1,7,30,1,10.91,0,1,0,2,4,0
1,3,45,1,0.0,0,0,2,3,3,0
0,14,60,1,26.66,0,0,0,2,4,1
0,0,60,2,17.0,0,0,0,3,7,1
0,1,30,2,38.89,0,0,1,5,7,0
1,19,30,2,1.92,0,1,1,7,4,0
0,32,60,2,0.0,0,0,1,6,2,0
0,18,30,1,7.57,0,0,0,3,4,0
0,72,30,1,35.89,0,0,0,3,4,1
1,17,30,2,0.0,0,0,0,5,7,0
1,5,30,3,0.0,0,0,0,12,1,0
0,1,30,1,16.67,0,0,2,4,4,0
1,66,60,2,8.89,0,0,2,7,1,0
1,26,30,1,0.0,0,0,2,4,3,0
1,81,60,2,64.81,0,0,2,7,4,1
1,67,90,1,0.0,0,0,0,3,1,0
1,12,60,1,0.0,0,0,0,2,4,0
0,4,30,1,0.0,0,0,1,4,2,1
0,21,30,1,0.0,0,1,0,2,4,0
0,2,90,1,0.0,0,0,1,3,1,1
1,67,60,1,23.17,0,0,1,3,2,1
0,3,30,1,0.0,0,0,2,1,7,0
1,70,60,2,6.25,0,0,1,8,2,1
1,44,45,1,10.0,0,0,0,4,5,0
0,3,30,2,1.16,1,0,2,7,4,0
1,59,60,2,26.78,0,0,1,3,7,0
0,4,60,2,25.58,0,0,1,7,5,1
0,45,30,1,24.73,0,0,1,3,4,0
0,1,0,2,2.22,0,0,1,2,7,0
1,41,60,2,0.0,0,0,0,5,0,0
0,39,30,1,0.0,0,0,0,3,2,0
0,66,30,1,12.5,0,1,2,4,2,0
0,8,0,1,0.0,0,1,2,4,0,0
0,1,30,1,0.0,0,0,2,1,7,0
1,12,45,1,11.11,0,0,1,3,2,0
1,31,30,2,11.11,0,0,2,5,7,0
0,3,30,2,0.0,0,0,1,4,7,0
1,9,30,1,0.0,0,0,1,2,7,0
0,25,30,2,3.12,0,0,2,9,2,1
0,21,90,1,0.0,0,0,0,4,5,1
0,3,60,1,0.0,0,0,0,2,5,1
0,1,60,2,50.0,0,0,2,4,7,0
0,70,30,1,0.0,0,0,0,3,1,0
0,12,60,1,15.15,0,0,0,4,1,0
1,78,30,1,4.9,0,0,0,3,2,1
0,70,60,1,13.89,0,0,0,4,2,0
0,6,60,1,0.0,0,0,0,3,1,0
0,5,60,1,46.01,0,0,0,4,1,0
0,1,30,2,5.0,0,1,2,4,7,0
0,1,30,1,0.0,0,0,2,10,7,0
1,16,30,1,20.0,0,0,2,0,7,0
1,113,60,1,9.26,0,0,1,5,6,0
1,15,60,1,0.0,0,0,1,4,6,0
0,3,60,1,0.0,0,0,1,3,6,1
0,45,30,1,0.0,0,0,1,4,6,0
1,21,60,1,0.0,0,0,0,3,5,1
0,2,60,1,0.0,0,0,0,3,5,1
0,28,60,1,0.0,0,0,1,3,5,0
1,52,30,1,14.0,1,0,1,4,4,0
0,11,60,1,16.44,0,0,0,3,1,0
1,14,30,1,15.94,0,0,0,3,2,1
0,35,60,1,18.34,0,0,0,3,2,0
1,54,60,2,0.0,0,1,1,6,4,0
1,1,30,1,12.98,0,0,0,4,4,1
0,6,30,1,50.0,0,0,0,4,1,0
1,3,30,2,9.22,0,0,0,7,4,0
1,17,60,1,0.0,0,0,0,4,2,0
1,2,30,2,8.33,0,1,1,6,4,0
0,2,60,3,2.04,0,0,1,9,6,0
0,25,30,1,20.0,0,1,1,8,0,0
0,8,30,1,0.0,0,1,1,6,0,0
1,52,30,1,14.0,1,0,1,4,4,0
1,72,30,1,0.0,0,0,1,3,2,0
0,4,30,1,7.14,0,1,1,4,0,0
0,22,60,1,0.0,0,0,0,4,1,0
0,2,60,2,0.0,0,0,1,7,1,0
0,3,60,1,0.0,0,0,1,4,1,1
0,7,60,1,0.0,0,0,1,3,1,1
1,75,60,1,0.0,0,0,1,3,1,0
1,50,30,1,9.8,0,0,1,3,1,0
1,31,30,1,7.44,0,0,1,5,1,0
1,56,60,1,0.0,0,0,1,3,1,1
0,6,60,1,0.0,0,0,1,3,1,0
1,5,30,1,28.89,0,0,1,4,1,1
0,5,60,1,0.0,0,0,1,3,1,1
1,34,30,1,2.17,0,0,1,3,1,1
1,31,30,2,0.0,1,0,1,8,0,1
1,57,30,1,0.0,0,0,0,4,2,0
0,12,30,1,0.0,0,0,1,4,1,0
0,4,60,1,0.0,0,0,0,3,1,1
1,9,45,1,4.25,0,1,1,4,4,0
1,18,30,2,61.73,0,0,2,5,7,0
0,0,60,2,185.0,0,0,0,8,7,0
0,4,30,1,0.0,0,0,1,3,1,0
0,31,30,1,0.0,0,0,1,3,1,0
0,22,30,1,0.0,0,0,1,5,1,0
1,29,30,1,0.0,0,0,1,3,1,1
1,34,60,1,4.65,0,0,1,3,1,1
1,46,30,1,0.0,0,0,1,3,1,0
0,39,30,1,0.0,0,0,1,3,1,0
0,5,60,1,7.89,0,0,1,3,1,1
0,39,30,1,0.0,0,0,1,3,1,0
1,40,60,1,0.0,0,0,0,3,1,1
1,9,60,1,0.0,0,0,0,3,1,1
0,29,30,1,0.0,0,0,1,4,2,0
0,46,30,1,0.0,0,0,0,4,1,1
1,40,30,2,160.0,0,0,1,7,3,0
0,9,60,1,11.12,0,0,0,4,1,1
1,97,30,2,6.89,0,0,0,7,4,0
1,10,30,1,4.17,0,0,1,3,2,0
0,8,60,2,20.41,0,0,1,6,4,1
1,26,60,2,6.1,1,0,1,8,4,1
0,8,30,2,7.35,0,1,2,6,4,0
0,1,30,2,8.93,0,0,2,4,7,0
1,63,30,1,0.0,0,0,1,3,6,0
1,56,30,2,8.48,1,0,0,7,4,0
0,42,30,1,16.66,0,0,0,5,4,0
0,27,30,1,0.0,0,1,0,3,5,0
1,7,60,2,19.9,1,1,0,7,4,0
1,51,60,2,3.92,0,0,1,8,0,1
1,6,90,1,0.0,0,0,0,3,2,1
0,16,30,1,14.89,0,0,1,5,0,0
0,6,60,1,17.5,0,0,1,5,0,1
0,12,30,1,0.0,0,0,0,5,1,0
0,17,90,2,0.0,0,0,0,4,7,0
0,2,30,1,20.0,0,0,1,2,7,0
0,19,60,2,0.0,0,0,0,7,7,0
0,4,30,1,12.5,0,0,1,3,7,1
0,63,30,1,34.67,0,1,2,7,4,0
1,13,30,1,29.17,0,0,1,1,7,0
0,2,30,1,13.33,0,0,1,1,7,0
0,1,90,2,22.92,0,0,0,3,7,0
0,13,30,1,3.22,0,0,0,3,4,0
1,7,30,2,10.0,0,0,2,6,4,0
0,31,45,2,12.94,0,0,0,6,4,1
1,9,30,1,0.0,1,0,2,2,4,0
1,26,60,2,18.94,0,0,1,7,0,1
0,6,60,1,12.39,0,0,1,5,0,0
0,9,60,2,2.22,0,0,1,6,0,1
0,31,30,1,2.78,0,1,0,3,4,0
0,2,0,2,17.5,1,0,1,8,2,0
1,110,90,2,6.67,0,1,1,6,4,0
1,36,30,1,20.0,0,0,2,3,4,0
1,65,30,1,0.0,0,0,1,4,1,0
0,38,30,1,0.0,0,0,1,3,1,0
0,49,30,1,0.0,0,0,1,3,1,0
0,3,30,1,0.0,0,0,1,3,1,0
0,8,30,1,0.0,0,0,1,3,1,0
0,65,60,1,0.0,0,1,1,3,1,0
0,2,30,1,0.0,0,0,1,2,1,0
0,5,30,1,0.0,0,0,1,3,1,0
0,73,60,1,0.0,0,0,1,3,1,0
0,67,60,1,0.0,0,0,1,3,1,0
0,23,60,1,0.0,0,0,1,3,1,0
0,2,30,1,15.0,0,0,1,2,7,0
0,4,60,2,1.5,0,0,1,6,2,0
1,3,30,1,0.0,0,0,1,4,5,0
0,1,30,1,15.0,0,0,1,4,7,1
1,15,30,2,33.33,0,0,1,7,7,0
0,0,30,3,0.51,0,0,2,7,7,0
1,52,30,1,0.0,0,0,1,3,4,0
1,86,30,1,0.0,0,0,1,3,4,0
1,17,60,1,4.7,1,1,0,3,4,0
1,75,30,1,0.0,0,1,0,3,4,0
0,0,30,2,57.78,0,1,0,6,7,0
1,47,90,1,36.0,0,0,0,4,0,0
1,17,45,1,3.18,0,0,0,6,0,1
1,46,30,1,18.69,0,1,1,4,0,0
0,0,30,1,3.71,0,0,0,4,0,1
1,24,30,1,22.86,0,1,1,4,1,0
1,43,30,1,12.11,0,0,1,3,1,0
0,34,30,1,0.0,0,0,1,4,1,0
1,3,60,1,0.0,0,0,1,3,1,1
1,57,30,1,21.27,0,0,0,6,0,0
1,71,60,2,22.56,0,0,0,5,0,1
0,20,60,2,12.5,0,0,0,10,0,1
0,14,30,1,0.0,0,0,1,4,0,0
1,65,60,2,15.47,0,0,0,6,0,0
1,61,90,1,0.0,0,0,0,4,0,1
1,19,30,1,13.34,0,0,1,4,0,0
0,50,60,2,0.0,0,0,0,4,7,0
0,5,30,1,0.01,0,1,1,3,2,0
0,5,30,1,19.48,0,0,0,6,4,0
0,2,90,2,11.47,0,0,1,7,0,1
0,1,30,3,3.71,1,0,1,9,0,1
0,2,30,2,7.78,0,0,2,7,7,0
1,1,30,2,6.99,0,1,1,6,7,0
0,16,30,2,8.33,0,0,1,4,7,0
1,6,30,2,22.94,0,0,0,5,4,1
0,7,45,2,0.0,0,0,1,7,1,1
1,70,30,1,0.0,0,0,1,4,6,0
1,43,30,1,11.9,0,0,1,4,6,0
1,40,45,1,13.15,0,0,1,4,6,0
0,2,30,1,16.07,0,1,0,2,4,0
1,0,60,1,31.81,1,0,0,3,4,1
0,11,75,1,0.0,0,0,0,4,1,1
0,4,30,1,6.67,0,0,1,3,5,0
0,4,30,1,12.5,0,0,0,2,4,0
1,71,90,3,0.0,0,1,1,8,5,0
0,2,30,2,7.86,0,0,0,7,3,1
1,84,60,1,0.0,0,1,0,3,5,0
0,2,60,1,38.89,0,0,0,3,1,0
1,12,30,1,40.0,1,1,0,2,4,0
0,15,30,1,0.0,0,0,1,6,5,0
0,11,60,1,52.7,0,0,0,3,1,0
0,3,30,1,13.27,0,0,0,3,1,1
0,8,30,1,25.0,0,0,0,1,7,0
0,2,30,1,22.0,0,0,0,4,4,1
1,49,60,1,0.0,0,0,0,2,2,0
1,17,30,1,9.8,0,0,0,6,2,0
1,33,30,1,0.0,0,1,2,1,1,0
1,34,45,1,25.0,0,0,1,3,4,1
0,1,60,2,0.0,0,0,1,3,7,0
